Position,Track Name,Artist,URL,filename,ID,date,country,group,duration_ms,popularity,acousticness,danceability,energy,key,instrumentalness,liveness,loudness,mode,speechiness,valence,tempo,loud_start
4,Aloha,CHO JUNG SEOK,https://open.spotify.com/track/6TitBrzYhD1mTxqXADFo7v,2020-04-20-id-viral.csv,6TitBrzYhD1mTxqXADFo7v,2020-04-20,id,viral,244999,59,0.404,0.671,0.6,2,0,0.0912,-3.883,1,0.024,0.478,98.993,-14.302
5,Bella Ciao - Música Original de la Serie la Casa de Papel/ Money Heist,Manu Pilas,https://open.spotify.com/track/3lWzVNe1yFZlkeBBzUuZYu,2020-04-20-id-viral.csv,3lWzVNe1yFZlkeBBzUuZYu,2020-04-20,id,viral,139844,68,0.538,0.46,0.564,9,0,0.191,-10.329,0,0.0343,0.962,135.178,-12.667
6,Bentuk Cinta,Eclat Story,https://open.spotify.com/track/4J12uL4aNKzRco173fPyYQ,2020-04-20-id-viral.csv,4J12uL4aNKzRco173fPyYQ,2020-04-20,id,viral,263903,64,0.585,0.73,0.328,8,0,0.135,-9.542,1,0.0323,0.503,110.11,-24.729
7,시작,Gaho,https://open.spotify.com/track/4kIpBfvK44bxqX7zo8K1oP,2020-04-20-id-viral.csv,4kIpBfvK44bxqX7zo8K1oP,2020-04-20,id,viral,202440,68,0.172,0.591,0.818,4,0,0.126,-3.532,1,0.073,0.574,108.107,-4.198
8,คั่นกู - เพลงประกอบซีรีส์ เพราะเราคู่กัน,Bright Vachirawit,https://open.spotify.com/track/2ZGgIXaoierTsnkrDzuBzY,2020-04-20-id-viral.csv,2ZGgIXaoierTsnkrDzuBzY,2020-04-20,id,viral,243888,55,0.331,0.844,0.605,6,1.39e-05,0.111,-5.85,1,0.027,0.782,107.996,-8.227
9,When She Loved Me,Sarah McLachlan,https://open.spotify.com/track/699vChUaGvvlGuwpItAIVY,2020-04-20-id-viral.csv,699vChUaGvvlGuwpItAIVY,2020-04-20,id,viral,185991,37,0.983,0.334,0.164,5,1.42e-06,0.1,-12.869,1,0.0388,0.251,96.765,-26.697
10,Aku Suka Body Mama Muda,Elfrids Dji,https://open.spotify.com/track/0R5j2xoAQwKyqqC8Tv2jcd,2020-04-20-id-viral.csv,0R5j2xoAQwKyqqC8Tv2jcd,2020-04-20,id,viral,388678,0,0.93,0.864,0.662,0,0.823,0.11,-6.251,0,0.0354,0.826,104.965,-10.025
11,death bed (coffee for your head),Powfu,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,2020-04-20-id-viral.csv,7eJMfftS33KTjuF7lTsMCx,2020-04-20,id,viral,173333,87,0.731,0.726,0.431,8,0,0.696,-8.765,0,0.135,0.348,144.026,-14.029
12,ily (i love you baby) (feat. Emilee),Surf Mesa,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,2020-04-20-id-viral.csv,62aP9fBQKYKxi7PDXwcUAS,2020-04-20,id,viral,176546,84,0.0686,0.674,0.774,11,0.00188,0.393,-7.567,0,0.0892,0.33,112.05,-11.296
13,Supalonely,BENEE,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,2020-04-20-id-viral.csv,4nK5YrxbMGZstTLbvj6Gxw,2020-04-20,id,viral,223480,80,0.305,0.863,0.631,7,3.04e-05,0.123,-4.689,1,0.0534,0.817,128.977,-7.186
14,Bad Liar,Anna Hamilton,https://open.spotify.com/track/0X9MxHR1rTkEHDjp95F2OO,2020-04-20-id-viral.csv,0X9MxHR1rTkEHDjp95F2OO,2020-04-20,id,viral,248448,64,0.777,0.691,0.234,3,0,0.12,-6.441,1,0.0285,0.209,87.103,-12.018
15,To You,HEN,https://open.spotify.com/track/0cHL0qsKF9csr6JasAEdzj,2020-04-20-id-viral.csv,0cHL0qsKF9csr6JasAEdzj,2020-04-20,id,viral,223999,43,0.954,0.642,0.147,6,0.000776,0.108,-11.843,1,0.0306,0.205,83.045,-17.981
16,Let’s Love,SUHO,https://open.spotify.com/track/0wk4GYAryLcXEMvfhzU1bv,2020-04-20-id-viral.csv,0wk4GYAryLcXEMvfhzU1bv,2020-04-20,id,viral,229626,56,0.0177,0.542,0.74,6,0,0.267,-2.635,0,0.0316,0.336,133.901,-9.144
17,Serenata Jiwa Lara,Diskoria,https://open.spotify.com/track/7ivFVBVYH5akFOtOAyeJ4j,2020-04-20-id-viral.csv,7ivFVBVYH5akFOtOAyeJ4j,2020-04-20,id,viral,279296,56,0.0952,0.608,0.628,2,0.509,0.222,-6.695,1,0.0312,0.886,115.019,-10.679
18,"My Life Is Going On - From ""La casa de papel""",Cecilia Krull,https://open.spotify.com/track/3CzOmjnh76DCbAUybQ0K5H,2020-04-20-id-viral.csv,3CzOmjnh76DCbAUybQ0K5H,2020-04-20,id,viral,214200,32,0.131,0.529,0.627,6,4.74e-06,0.127,-9.126,0,0.0315,0.341,99.962,-15.622
19,Lagu Untuk Kamu,Alyssa Dezek,https://open.spotify.com/track/4sGSwbbny7Cu5icY5ZaChu,2020-04-20-id-viral.csv,4sGSwbbny7Cu5icY5ZaChu,2020-04-20,id,viral,217875,42,0.114,0.787,0.655,4,3.47e-05,0.122,-7.114,0,0.0301,0.708,119.965,-12.62
20,They Call Me Tiago (Her Name Is Margo),Tiagz,https://open.spotify.com/track/1UxYmRBBJMMuzYcK9miSYs,2020-04-20-id-viral.csv,1UxYmRBBJMMuzYcK9miSYs,2020-04-20,id,viral,154455,67,0.196,0.878,0.578,0,0.433,0.0965,-7.581,1,0.0722,0.148,100.996,-14.737
1,Sucker,Jonas Brothers,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO,2019-03-27-is-viral.csv,4y3OI86AEP6PQoDE6olYhO,2019-03-27,is,viral,181040,10,0.0427,0.842,0.734,1,0,0.106,-5.065,0,0.0588,0.952,137.958,-11.142
2,Don't Call Me Up,Mabel,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,2019-03-27-is-viral.csv,5WHTFyqSii0lmT9R21abT8,2019-03-27,is,viral,178480,79,0.296,0.674,0.881,9,3.01e-06,0.0793,-2.853,1,0.147,0.234,98.994,-5.559
3,wish you were gay,Billie Eilish,https://open.spotify.com/track/4txc3txsIt81diMzGhrVPS,2019-03-27-is-viral.csv,4txc3txsIt81diMzGhrVPS,2019-03-27,is,viral,221543,0,0.39,0.853,0.351,7,9.38e-06,0.752,-10.198,1,0.241,0.282,118.028,-22.934
4,DINO,BRÍET,https://open.spotify.com/track/3exeDMzpbICkSCkZnz8Puh,2019-03-27-is-viral.csv,3exeDMzpbICkSCkZnz8Puh,2019-03-27,is,viral,223428,33,0.0728,0.557,0.728,1,0.015,0.114,-6.892,0,0.0555,0.326,104.918,-18.261
5,Con Calma,Daddy Yankee,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,2019-03-27-is-viral.csv,5w9c2J52mkdntKOmRLeM2m,2019-03-27,is,viral,193226,78,0.11,0.737,0.86,8,1.94e-06,0.0574,-2.652,0,0.0593,0.656,93.989,-6.07
6,Mixed Personalities (feat. Kanye West),YNW Melly,https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL,2019-03-27-is-viral.csv,6vWEAOUSxohKxhp0K1BsxL,2019-03-27,is,viral,230400,72,0.457,0.661,0.44,2,0,0.128,-9.104,1,0.0803,0.352,149.937,-17.556
7,Soldi,Mahmood,https://open.spotify.com/track/4szQkW1CDHqbRZGltXJdd3,2019-03-27-is-viral.csv,4szQkW1CDHqbRZGltXJdd3,2019-03-27,is,viral,195133,64,0.0361,0.729,0.589,3,0,0.305,-9.871,0,0.0483,0.349,95.065,-11.292
8,Lífsstíll,Daniil,https://open.spotify.com/track/1LR30Y9LpEPbmghRmIrlpt,2019-03-27-is-viral.csv,1LR30Y9LpEPbmghRmIrlpt,2019-03-27,is,viral,210831,0,0.124,0.858,0.649,2,0,0.0653,-5.762,1,0.0987,0.38,89.975,-15.72
9,bury a friend,Billie Eilish,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP,2019-03-27-is-viral.csv,4NzMOnvSJVNKF7nw5NkXIP,2019-03-27,is,viral,193143,2,0.74,0.905,0.389,8,0.162,0.106,-14.505,1,0.332,0.196,120.046,-18.658
10,Hatrið mun sigra,Hatari,https://open.spotify.com/track/1JBqLoGfH1LnGTE0wzAatU,2019-03-27-is-viral.csv,1JBqLoGfH1LnGTE0wzAatU,2019-03-27,is,viral,178920,44,0.000804,0.569,0.672,4,1.46e-05,0.0902,-9.721,0,0.0756,0.483,109.925,-16.812
11,Pure Water (with Migos),Mustard,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp,2019-03-27-is-viral.csv,63cd4JkwGgYJrbOizbfmsp,2019-03-27,is,viral,194519,4,0.172,0.68,0.559,0,0,0.318,-5.545,1,0.129,0.137,202.006,-12.921
12,Thotiana,Blueface,https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G,2019-03-27-is-viral.csv,3oh6SCCeLuXhFpEyepla6G,2019-03-27,is,viral,129264,19,0.18,0.906,0.382,10,0,0.113,-12.89,0,0.269,0.391,104.025,-18.22
13,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt,2019-03-27-is-viral.csv,1WSGTYKLEpKfNQYYW5Oymt,2019-03-27,is,viral,158027,69,0.404,0.541,0.468,10,3.65e-06,0.358,-4.039,0,0.362,0.69,95.266,-19.831
14,FREÐINN,Auður,https://open.spotify.com/track/22T77jHO0W90C6fWTiLamv,2019-03-27-is-viral.csv,22T77jHO0W90C6fWTiLamv,2019-03-27,is,viral,300413,31,0.16,0.757,0.63,6,4.14e-06,0.347,-5.986,0,0.141,0.892,149.903,-9.563
15,Murder On My Mind,YNW Melly,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,2019-03-27-is-viral.csv,7eBqSVxrzQZtK2mmgRG6lC,2019-03-27,is,viral,268434,80,0.145,0.759,0.73,0,3.06e-06,0.11,-7.985,0,0.0516,0.74,115.007,-17.242
16,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,2019-03-27-is-viral.csv,1wJRveJZLSb1rjhnUHQiv6,2019-03-27,is,viral,189486,78,0.0153,0.581,0.662,9,0,0.111,-5.239,1,0.303,0.434,93.023,-7.514
17,Woke Up Late (feat. Hailee Steinfeld),Drax Project,https://open.spotify.com/track/3qLBz3j26AHO2jBYUQWLA6,2019-03-27-is-viral.csv,3qLBz3j26AHO2jBYUQWLA6,2019-03-27,is,viral,181859,0,0.043,0.698,0.66,2,0,0.186,-5.429,0,0.083,0.351,119.214,-14.612
18,Stay Flo,Solange,https://open.spotify.com/track/6GCIYIWUBSLontW6divqsw,2019-03-27-is-viral.csv,6GCIYIWUBSLontW6divqsw,2019-03-27,is,viral,175706,64,0.397,0.823,0.558,9,2.03e-05,0.0821,-7.119,1,0.0278,0.674,155.974,-9.188
19,Faucet Failure,Ski Mask The Slump God,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN,2019-03-27-is-viral.csv,1ThmUihH9dF8EV08ku5AXN,2019-03-27,is,viral,145626,77,0.111,0.935,0.552,10,0,0.0952,-9.373,0,0.335,0.615,99.993,-11.102
20,Act Up,City Girls,https://open.spotify.com/track/4eIT2gZ0WZyJpgfmoD6saJ,2019-03-27-is-viral.csv,4eIT2gZ0WZyJpgfmoD6saJ,2019-03-27,is,viral,158332,0,0.0171,0.938,0.638,8,0,0.111,-4.696,1,0.188,0.313,97.07,-17.087
1,i'm so tired...,Lauv,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,2019-02-25-id-viral.csv,7COXchtUOMd6uIT6HvmRaI,2019-02-25,id,viral,162582,13,0.176,0.599,0.733,11,0,0.242,-7.058,1,0.203,0.534,102.211,-12.88
2,Rainbow,Kacey Musgraves,https://open.spotify.com/track/79qxwHypONUt3AFq0WPpT9,2019-02-25-id-viral.csv,79qxwHypONUt3AFq0WPpT9,2019-02-25,id,viral,214293,71,0.88,0.581,0.197,3,0,0.107,-7.697,1,0.0329,0.349,130.367,-15.421
3,bury a friend,Billie Eilish,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP,2019-02-25-id-viral.csv,4NzMOnvSJVNKF7nw5NkXIP,2019-02-25,id,viral,193143,2,0.74,0.905,0.389,8,0.162,0.106,-14.505,1,0.332,0.196,120.046,-18.658
4,Don't Call Me Up,Mabel,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,2019-02-25-id-viral.csv,5WHTFyqSii0lmT9R21abT8,2019-02-25,id,viral,178480,79,0.296,0.674,0.881,9,3.01e-06,0.0793,-2.853,1,0.147,0.234,98.994,-5.559
5,Hazy Shade of Winter (feat. Ray Toro),Gerard Way,https://open.spotify.com/track/1tBZnhDT8xbgJTs43FiqrD,2019-02-25-id-viral.csv,1tBZnhDT8xbgJTs43FiqrD,2019-02-25,id,viral,197733,55,0.00742,0.248,0.937,5,0.362,0.0799,-5.121,0,0.0687,0.142,149.796,-28.615
6,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,SHAUN,https://open.spotify.com/track/1ZLrDPgR7mvuTco3rQK8Pk,2019-02-25-id-viral.csv,1ZLrDPgR7mvuTco3rQK8Pk,2019-02-25,id,viral,192452,74,0.269,0.737,0.747,10,0,0.219,-4.818,1,0.0323,0.447,105.943,-5.424
7,Woke Up Late (feat. Hailee Steinfeld),Drax Project,https://open.spotify.com/track/3qLBz3j26AHO2jBYUQWLA6,2019-02-25-id-viral.csv,3qLBz3j26AHO2jBYUQWLA6,2019-02-25,id,viral,181859,0,0.043,0.698,0.66,2,0,0.186,-5.429,0,0.083,0.351,119.214,-14.612
8,Cinta Luar Biasa,Andmesh,https://open.spotify.com/track/1Hy1CBFRXYvFL7eJT5MLlG,2019-02-25-id-viral.csv,1Hy1CBFRXYvFL7eJT5MLlG,2019-02-25,id,viral,255624,59,0.727,0.59,0.263,9,0,0.117,-10.006,1,0.0283,0.325,135.927,-19.337
9,Con Calma,Daddy Yankee,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,2019-02-25-id-viral.csv,5w9c2J52mkdntKOmRLeM2m,2019-02-25,id,viral,193226,78,0.11,0.737,0.86,8,1.94e-06,0.0574,-2.652,0,0.0593,0.656,93.989,-6.07
10,God Bless You,Atta Halilintar,https://open.spotify.com/track/61qA3C1dKKuTCmf84HxYKy,2019-02-25-id-viral.csv,61qA3C1dKKuTCmf84HxYKy,2019-02-25,id,viral,230589,0,0.295,0.549,0.705,2,0,0.111,-5.01,1,0.0334,0.412,139.985,-15.739
11,Waktu Yang Salah (feat. Thantri),Fiersa Besari,https://open.spotify.com/track/25qm0qQzdRkWe96BKuaiHt,2019-02-25-id-viral.csv,25qm0qQzdRkWe96BKuaiHt,2019-02-25,id,viral,325946,0,0.788,0.665,0.276,7,0,0.099,-11.053,1,0.026,0.299,130.07,-22.814
12,Pure Water (with Migos),Mustard,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp,2019-02-25-id-viral.csv,63cd4JkwGgYJrbOizbfmsp,2019-02-25,id,viral,194519,4,0.172,0.68,0.559,0,0,0.318,-5.545,1,0.129,0.137,202.006,-12.921
13,Dancing With A Stranger (with Normani),Sam Smith,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2019-02-25-id-viral.csv,6Qs4SXO9dwPj5GKvVOv8Ki,2019-02-25,id,viral,171029,80,0.45,0.741,0.52,8,1.97e-06,0.222,-7.513,1,0.0656,0.347,102.998,-15.26
14,Lily,Alan Walker,https://open.spotify.com/track/0lks2Kt9veMOFEAPN0fsqN,2019-02-25-id-viral.csv,0lks2Kt9veMOFEAPN0fsqN,2019-02-25,id,viral,195840,75,0.196,0.423,0.634,6,0,0.189,-5.877,0,0.0578,0.467,150.978,-14.872
15,In a Long Dream 긴 꿈에서,CHEEZE,https://open.spotify.com/track/2COpI174I7hdU2omQgTP1n,2019-02-25-id-viral.csv,2COpI174I7hdU2omQgTP1n,2019-02-25,id,viral,252203,31,0.829,0.397,0.33,1,0,0.132,-6.769,1,0.0289,0.267,133.456,-14.219
16,Butterflies,Kacey Musgraves,https://open.spotify.com/track/30VHURM5NOfoZmqp2iKawS,2019-02-25-id-viral.csv,30VHURM5NOfoZmqp2iKawS,2019-02-25,id,viral,219053,67,0.252,0.689,0.614,4,1.95e-05,0.178,-6.137,0,0.0306,0.411,141.97,-7.673
17,We All Lie,Hajin,https://open.spotify.com/track/6DyXREiYD3B4xgjjsfHfJ9,2019-02-25-id-viral.csv,6DyXREiYD3B4xgjjsfHfJ9,2019-02-25,id,viral,195764,5,0.0357,0.571,0.722,2,0.00162,0.185,-5.092,0,0.0252,0.188,96.02,-8.467
18,a lot,21 Savage,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d,2019-02-25-id-viral.csv,2t8yVaLvJ0RenpXUIAC52d,2019-02-25,id,viral,288624,77,0.0395,0.837,0.636,1,0.00125,0.342,-7.643,1,0.086,0.274,145.972,-13.609
19,Thotiana,Blueface,https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G,2019-02-25-id-viral.csv,3oh6SCCeLuXhFpEyepla6G,2019-02-25,id,viral,129264,19,0.18,0.906,0.382,10,0,0.113,-12.89,0,0.269,0.391,104.025,-18.22
20,Let Me Down Slowly,Alec Benjamin,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,2019-02-25-id-viral.csv,2qxmye6gAegTMjLKEBoR3d,2019-02-25,id,viral,169353,82,0.74,0.652,0.557,1,0,0.124,-5.714,0,0.0318,0.483,150.073,-9.696
1,German,No Money Enterprise,https://open.spotify.com/track/4pMEp90aY5XZcQQGaH7ahu,2019-12-22-nz-viral.csv,4pMEp90aY5XZcQQGaH7ahu,2019-12-22,nz,viral,234791,0,0.0983,0.786,0.847,11,1.22e-06,0.212,-6.365,0,0.141,0.509,139.904,-9.66
2,Roses - Imanbek Remix,SAINt JHN,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,2019-12-22-nz-viral.csv,24Yi9hE78yPEbZ4kxyoXAI,2019-12-22,nz,viral,176840,87,0.0167,0.77,0.724,8,0.0107,0.353,-5.484,1,0.0495,0.898,121.975,-5.059
3,Fairytale of New York (feat. Kirsty MacColl),The Pogues,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK,2019-12-22-nz-viral.csv,3VTNVsTTu05dmTsVFrmGpK,2019-12-22,nz,viral,272466,72,0.582,0.271,0.551,2,4.16e-05,0.256,-7.48,1,0.0457,0.428,78.111,-19.007
4,Falling,Trevor Daniel,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,2019-12-22-nz-viral.csv,4TnjEaWOeW0eKTKIEvJyCa,2019-12-22,nz,viral,159381,83,0.123,0.785,0.431,10,0,0.0887,-8.756,0,0.0364,0.236,127.085,-15.196
5,GOODMORNINGTOKYO!,TOKYO’S REVENGE,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp,2019-12-22-nz-viral.csv,0Q2n5yzl2XRqYbV77tZNYp,2019-12-22,nz,viral,150115,75,0.0408,0.907,0.539,4,0,0.253,-7.782,1,0.36,0.664,124.918,-9.528
6,In the Air,L.A.B.,https://open.spotify.com/track/5v7h5vQgCJKZT5vB3I9s3o,2019-12-22-nz-viral.csv,5v7h5vQgCJKZT5vB3I9s3o,2019-12-22,nz,viral,252680,64,0.105,0.974,0.643,9,0.00141,0.0833,-8.857,0,0.0452,0.967,117.985,-10.774
7,No Idea,Don Toliver,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,2019-12-22-nz-viral.csv,3VyjsVV24RmBIbWJAeUJNu,2019-12-22,nz,viral,154424,7,0.519,0.651,0.631,6,0.000579,0.165,-5.717,0,0.0896,0.35,127.994,-22.09
8,Kyle (I Found You),Fred again..,https://open.spotify.com/track/0v1g5U1OAb0XBjKyA8R36i,2019-12-22-nz-viral.csv,0v1g5U1OAb0XBjKyA8R36i,2019-12-22,nz,viral,196071,55,0.0757,0.76,0.669,5,0.0194,0.77,-9.105,0,0.285,0.214,112.023,-15.825
9,All Is Found,Evan Rachel Wood,https://open.spotify.com/track/61HVbcNeRACZpyvHrc3AnD,2019-12-22-nz-viral.csv,61HVbcNeRACZpyvHrc3AnD,2019-12-22,nz,viral,125439,68,0.926,0.228,0.204,5,1.1e-05,0.092,-12.319,1,0.0387,0.195,83.372,-19.222
10,Birthday Suit,Cosmo Sheldrake,https://open.spotify.com/track/5feuWfAXA4rEKH9pXCjOV2,2019-12-22-nz-viral.csv,5feuWfAXA4rEKH9pXCjOV2,2019-12-22,nz,viral,80406,0,0.837,0.69,0.574,8,9.48e-05,0.121,-8.109,1,0.231,0.522,62.619,-12.217
11,BOYFREN,LoveLeo,https://open.spotify.com/track/2YJ7tTicU1vUmUjYNJROrv,2019-12-22-nz-viral.csv,2YJ7tTicU1vUmUjYNJROrv,2019-12-22,nz,viral,136955,0,0.251,0.842,0.368,1,0.0114,0.0912,-7.324,1,0.0668,0.713,79.96,-7.911
12,Round of Applause,K'ron,https://open.spotify.com/track/5qvrdr7zsioSQsnQIRlWqC,2019-12-22-nz-viral.csv,5qvrdr7zsioSQsnQIRlWqC,2019-12-22,nz,viral,346383,0,0.411,0.6,0.551,2,0,0.348,-7.256,1,0.0768,0.412,102.621,-15.631
13,Takeover,Lee Mvtthews,https://open.spotify.com/track/7ArG7cEuyvTNXDwW7stm85,2019-12-22-nz-viral.csv,7ArG7cEuyvTNXDwW7stm85,2019-12-22,nz,viral,231920,52,0.175,0.588,0.908,11,0.0267,0.104,-2.66,1,0.0414,0.128,174.0,-9.687
14,Watermelon Sugar,Harry Styles,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,2019-12-22-nz-viral.csv,6UelLqGlWMcVH1E5c4H7lY,2019-12-22,nz,viral,174000,89,0.122,0.548,0.816,0,0,0.335,-4.209,1,0.0465,0.557,95.39,-9.922
15,Baby Yoda,Song a Day,https://open.spotify.com/track/45PAq00nKfKxXAQ1OPAjw5,2019-12-22-nz-viral.csv,45PAq00nKfKxXAQ1OPAjw5,2019-12-22,nz,viral,87000,47,0.373,0.822,0.408,2,0.0685,0.118,-16.616,1,0.206,0.848,160.074,-21.84
16,ROXANNE,Arizona Zervas,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,2019-12-22-nz-viral.csv,696DnlkuDOXcMAnKlTgXXK,2019-12-22,nz,viral,163636,84,0.0522,0.621,0.601,6,0,0.46,-5.616,0,0.148,0.457,116.735,-8.188
17,Lovestained,Hope Tala,https://open.spotify.com/track/5I67IXwHIMi0svzyp7GxUe,2019-12-22-nz-viral.csv,5I67IXwHIMi0svzyp7GxUe,2019-12-22,nz,viral,175280,58,0.125,0.781,0.684,11,0.00277,0.122,-8.083,1,0.0676,0.585,88.966,-18.382
18,ok boomer (feat. Jed Will),Peter Kuli,https://open.spotify.com/track/0VdzNP9LFAMAWKjMpBDJ4B,2019-12-22-nz-viral.csv,0VdzNP9LFAMAWKjMpBDJ4B,2019-12-22,nz,viral,132923,46,0.092,0.913,0.518,1,0,0.071,-2.317,1,0.416,0.594,129.896,-4.766
19,A.M.,Lonr.,https://open.spotify.com/track/1GGxh8QYLRZaQ07d6AHA8E,2019-12-22-nz-viral.csv,1GGxh8QYLRZaQ07d6AHA8E,2019-12-22,nz,viral,164934,53,0.0691,0.74,0.761,0,0,0.142,-4.753,0,0.0851,0.453,146.144,-18.476
20,Purple Hat,Sofi Tukker,https://open.spotify.com/track/6WiGRFQfx2qw49MA7OeDYK,2019-12-22-nz-viral.csv,6WiGRFQfx2qw49MA7OeDYK,2019-12-22,nz,viral,178369,20,0.335,0.777,0.744,9,0.00743,0.088,-7.42,1,0.205,0.654,94.023,-25.773
1,Trampoline,SHAED,https://open.spotify.com/track/0lsRatBUs9HNIZAmoGABzk,2018-11-27-it-viral.csv,0lsRatBUs9HNIZAmoGABzk,2018-11-27,it,viral,184060,67,0.488,0.689,0.412,7,0.00016,0.0659,-7.523,0,0.0301,0.537,126.754,-14.418
2,Se piovesse il tuo nome - Live,Anastasio,https://open.spotify.com/track/6XtJprdu3fVyLIAurjmEjN,2018-11-27-it-viral.csv,6XtJprdu3fVyLIAurjmEjN,2018-11-27,it,viral,134482,0,0.701,0.551,0.491,6,0,0.113,-8.217,1,0.0596,0.375,82.358,-9.608
3,POP/STARS,K/DA,https://open.spotify.com/track/5sbooPcNgIE22DwO0VNGUJ,2018-11-27-it-viral.csv,5sbooPcNgIE22DwO0VNGUJ,2018-11-27,it,viral,191100,74,0.0183,0.566,0.769,7,0,0.108,-4.342,1,0.0872,0.385,170.036,-14.362
4,Settembre!,La Differenza,https://open.spotify.com/track/0GDPHw8UahD6adbQ7sqq7y,2018-11-27-it-viral.csv,0GDPHw8UahD6adbQ7sqq7y,2018-11-27,it,viral,158522,0,0.178,0.391,0.6,8,0,0.119,-6.917,1,0.0362,0.279,114.813,-14.641
5,Ella Quiere Beber - Remix,Anuel AA,https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq,2018-11-27-it-viral.csv,2cYnZNzFRFK0H7vSNxPsUq,2018-11-27,it,viral,219357,2,0.265,0.751,0.665,8,0,0.0515,-3.083,1,0.124,0.698,95.239,-12.476
6,C'è tempo - Live,Anastasio,https://open.spotify.com/track/74JCYslZeN3QR2MWbU2n3N,2018-11-27-it-viral.csv,74JCYslZeN3QR2MWbU2n3N,2018-11-27,it,viral,128097,25,0.587,0.43,0.398,11,0,0.339,-11.007,1,0.0431,0.425,114.949,-16.516
7,3 Nights,Dominic Fike,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u,2018-11-27-it-viral.csv,1tNJrcVe6gwLEiZCtprs1u,2018-11-27,it,viral,177666,77,0.223,0.815,0.518,7,0,0.104,-6.594,0,0.0897,0.877,151.891,-12.053
8,Calma - Remix,Pedro Capó,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,2018-11-27-it-viral.csv,5iwz1NiezX7WWjnCgY5TH4,2018-11-27,it,viral,238200,76,0.323,0.826,0.773,11,0,0.143,-4.218,0,0.0524,0.761,126.899,-14.051
9,Prima di ogni cosa,Fedez,https://open.spotify.com/track/0juSegsrO7siAAjlNATKV2,2018-11-27-it-viral.csv,0juSegsrO7siAAjlNATKV2,2018-11-27,it,viral,186832,44,0.643,0.617,0.476,5,0,0.316,-7.086,1,0.0446,0.429,131.683,-16.288
10,Cinema Paradiso,Andrea Morricone,https://open.spotify.com/track/2XJtUFmMa725ozbQYkNsqN,2018-11-27-it-viral.csv,2XJtUFmMa725ozbQYkNsqN,2018-11-27,it,viral,209933,0,0.944,0.124,0.228,10,0.223,0.0935,-15.402,1,0.0468,0.0607,85.99,-38.419
11,Bling Bling (Oro),Guè Pequeno,https://open.spotify.com/track/0UyV3ehXT0z3wzkuW7fSxo,2018-11-27-it-viral.csv,0UyV3ehXT0z3wzkuW7fSxo,2018-11-27,it,viral,208506,0,0.0412,0.693,0.731,10,0.000119,0.0812,-6.149,0,0.0372,0.419,97.959,-10.931
12,Adan y Eva,Paulo Londra,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk,2018-11-27-it-viral.csv,6FyRXC8tJUh863JCkyWqtk,2018-11-27,it,viral,258638,71,0.323,0.767,0.709,1,0,0.0676,-4.47,1,0.336,0.72,171.993,-9.615
